
2019-05-10 23:17:44.516605	15.381515502929688	12	12
2019-05-10 23:55:24.270577	21.358715057373047	12	12
2019-05-11 00:12:17.834510	40.60396194458008	12	12
2019-05-13 12:57:33.861458	96.24151921272278	0	12
2019-05-13 13:00:06.631851	49.432782888412476	0	12
2019-05-13 13:02:17.275468	62.01684069633484	0	12
2019-05-14 11:11:08.870354	10.584853887557983	1	3
2019-05-14 11:11:43.579091	28.044254302978516	1	3
2019-05-14 12:14:21.728494	2.083609104156494	0	3
2019-05-14 12:16:02.664968	2.066305160522461	0	3
2019-05-14 12:16:43.690648	1.9597437381744385	0	3
2019-05-14 12:17:18.811584	1.840641975402832	0	3
2019-05-14 12:31:17.652871	51.944594860076904	1	3
2019-05-14 15:17:57.558036	3.0185751914978027	0	3
2019-05-14 15:21:10.686425	51.138293743133545	1	3
2019-05-14 15:23:30.257031	58.40119171142578	1	3
2019-05-14 15:35:26.498982	2.890432357788086	0	3
2019-05-14 15:37:01.195686	2.8664536476135254	0	3
2019-05-14 15:37:29.886139	2.7355785369873047	0	3
2019-05-14 15:38:37.093068	48.3723258972168	1	3
2019-05-14 15:40:47.365049	47.90093493461609	1	3
